"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Sarphatiparkbuurt";4990;2470;2520;325;740;2425;1005;495;3850;765;310;65;1500;995;95;40;160;90;610;30;7;15;3;3375;2175;850;345;1,5;21998
"Nieuwe Pijp";12450;5945;6510;1045;1390;5755;2675;1590;9075;2150;935;290;3495;2805;540;95;500;265;1405;120;10;95;8;7965;4925;1950;1090;1,5;24240
"Willibrordusbuurt";2615;1205;1410;175;330;1120;560;425;1805;470;240;100;685;630;135;30;100;65;300;25;11;20;7;1780;1175;405;205;1,5;24422
"Van der Helstpleinbuurt";3965;1940;2025;360;400;1980;845;370;2990;660;270;50;1195;805;115;35;145;75;440;35;9;20;5;2540;1540;645;355;1,6;29074
"Lizzy Ansinghbuurt";2355;1135;1220;190;260;985;540;375;1695;400;190;75;635;650;150;20;140;50;300;20;8;35;15;1430;885;310;235;1,6;19049
"Cornelis Troostbuurt";3515;1665;1850;310;395;1665;730;415;2590;625;235;70;985;720;140;15;120;75;365;40;11;20;6;2220;1325;590;300;1,6;23994
"Zuid Pijp";7905;3765;4140;885;845;2690;2110;1380;5210;1595;880;225;1490;2875;755;85;535;335;1165;70;9;65;8;4660;2680;970;1010;1,7;22402
"Diamantbuurt";3040;1470;1570;360;355;995;810;520;2040;615;295;85;545;1190;340;40;210;110;490;30;11;25;9;1750;1000;350;395;1,7;22040
"Burgemeester Tellegenbuurt Oost";2700;1270;1425;265;295;965;730;445;1765;560;305;75;530;935;245;30;180;115;365;15;7;25;9;1610;915;360;335;1,7;23008
"Burgemeester Tellegenbuurt West";2170;1020;1145;255;200;720;580;415;1405;425;280;65;415;755;170;20;145;110;310;20;9;10;6;1300;770;255;275;1,7;22187
"Weesperzijde";5930;2970;2955;620;960;2640;1155;560;4430;1085;340;70;1700;1235;220;55;180;145;645;70;12;20;4;3690;2250;880;565;1,6;16033
"Swammerdambuurt";1960;1005;955;205;205;970;425;160;1470;375;100;25;540;305;40;20;40;25;175;25;12;5;3;1180;665;325;190;1,7;16957
"Weesperzijde Midden/Zuid";3265;1645;1625;375;290;1540;670;390;2330;675;215;45;795;675;135;30;105;75;335;45;13;20;5;1920;1050;540;325;1,7;17700
"Parooldriehoek";700;325;375;40;455;135;55;5;625;40;30;0;360;250;50;5;30;35;135;5;10;0;0;590;535;15;45;1,2;10060
"Oosterparkbuurt";10625;5270;5360;1165;1115;4465;2505;1375;7410;2085;895;240;2255;3770;1020;115;750;475;1410;135;13;75;7;6405;3815;1415;1175;1,6;14713
"Oosterparkbuurt Noordwest";3700;1815;1885;310;405;1680;840;465;2665;665;295;75;810;1265;295;45;235;155;540;55;15;20;5;2360;1485;520;350;1,6;17376
"Oosterpark";140;70;70;5;25;65;35;10;120;10;10;5;45;30;0;0;10;0;20;0;0;5;7;120;110;10;5;1,1;609
"Oosterparkbuurt Zuidoost";3710;1835;1880;450;365;1505;895;495;2525;805;275;105;870;1020;300;25;190;120;380;50;13;35;10;2110;1140;540;435;1,7;23499
"Oosterparkbuurt Zuidwest";3080;1555;1525;400;325;1210;735;410;2100;605;315;55;535;1455;425;45;315;210;465;30;10;15;5;1815;1080;345;385;1,7;25263
"Dapperbuurt";9960;4845;5115;1145;1130;3810;2400;1475;6650;2070;930;310;1820;3750;1020;125;780;575;1250;100;10;100;10;5705;3365;1195;1150;1,7;16774
"Dapperbuurt Noord";4240;2020;2215;440;480;1690;940;680;2875;815;400;150;780;1675;440;55;340;290;545;40;10;55;14;2500;1490;540;465;1,7;21484
"Dapperbuurt Zuid";3705;1820;1880;365;460;1460;960;460;2550;720;345;80;690;1455;450;45;280;220;455;35;9;15;4;2260;1430;425;405;1,6;21260
"Oostpoort";2020;995;1020;340;190;655;505;335;1225;535;180;85;345;620;125;25;155;60;250;25;11;25;12;950;440;225;280;1,9;9084
"Transvaalbuurt";9060;4385;4670;1165;1105;3585;2110;1090;6115;1920;785;235;1540;3895;1425;115;690;600;1070;95;11;45;5;4955;2670;1120;1170;1,8;24531
"Transvaalbuurt West";4015;1935;2080;455;475;1565;975;545;2660;850;400;115;670;1775;610;50;345;260;505;40;10;25;6;2295;1305;510;485;1,7;22906
"Transvaalbuurt Oost";5040;2450;2590;710;630;2020;1140;540;3455;1075;385;120;870;2120;815;60;340;340;565;60;11;20;4;2660;1365;615;680;1,9;26001
"Indische Buurt West";12300;6040;6255;1495;1615;5155;2750;1285;8545;2505;1000;245;2365;5430;2040;125;875;880;1510;125;10;55;4;6940;3830;1585;1525;1,8;26242
"Noordwestkwadrant Indische buurt Noord";3900;1970;1935;480;490;1775;855;295;2865;695;275;65;940;1290;415;30;220;165;465;40;10;10;3;2340;1380;525;440;1,7;23647
"Noordwestkwadrant Indische buurt Zuid";4480;2175;2305;480;620;2015;955;405;3265;815;330;65;900;1765;635;55;285;275;520;45;9;10;2;2605;1470;640;490;1,7;30763
"Zuidwestkwadrant Indische buurt";3910;1895;2015;535;505;1360;935;580;2410;995;400;105;520;2375;995;40;375;435;530;45;11;35;8;1995;980;420;590;2;24786
"Indische Buurt Oost";9690;4800;4890;1270;1170;3425;2415;1410;6100;2365;915;320;1430;4975;1850;95;765;935;1325;105;11;85;8;5165;2755;1125;1285;1,8;10326
"Noordoostkwadrant Indische buurt";5585;2775;2810;695;660;1955;1360;915;3525;1280;585;205;825;2845;985;55;485;520;805;60;11;65;11;3070;1735;625;705;1,8;21779
"Zuidoostkwadrant Indische buurt";3660;1805;1860;520;460;1350;910;425;2310;945;305;95;510;2010;830;35;255;395;490;45;12;15;5;1885;930;435;515;1,9;26476
"Zeeburgerdijk Oost";430;215;215;50;50;115;145;65;255;125;30;15;90;110;40;5;25;20;25;0;0;0;2;200;80;65;60;2;4960
"Flevopark";15;5;10;0;0;5;5;0;10;5;5;0;5;0;0;0;0;0;0;0;0;0;0;10;5;0;0;1,7;37
"Oostelijk Havengebied";19770;9995;9775;2540;2025;6430;6470;2310;12565;5350;1520;335;4105;4345;795;175;990;460;1925;240;12;60;3;10315;4600;2925;2795;1,9;12779
"Oostelijke Handelskade";1455;775;680;205;105;655;375;115;915;410;110;10;400;460;95;15;75;45;235;20;14;5;3;755;300;265;190;1,9;6359
"Rietlanden";2430;1225;1200;295;250;875;715;290;1535;655;185;50;515;710;135;25;160;105;285;35;14;10;4;1265;545;390;330;1,9;9089
"Java-eiland";2970;1495;1475;335;285;780;1080;485;1765;880;255;75;600;455;65;15;90;45;230;35;11;15;5;1585;710;465;410;1,9;17586
"KNSM-eiland";2335;1210;1130;205;175;585;910;455;1335;700;230;65;475;465;65;20;130;45;210;25;11;10;4;1365;700;380;285;1,7;18169
"Sporenburg";2725;1340;1385;450;365;680;1055;180;1750;800;155;20;510;395;50;30;100;35;175;15;6;5;2;1165;360;305;490;2,3;17227
"Borneo";2765;1380;1385;525;340;730;980;195;1825;740;170;30;485;500;145;20;110;30;200;30;10;5;1;1200;390;290;525;2,3;23318
"Entrepot-Noordwest";1420;705;710;165;145;455;455;205;855;365;160;35;275;550;130;15;120;55;225;20;14;5;4;780;400;175;205;1,8;13348
"Architectenbuurt";1695;845;850;155;140;530;580;295;1080;410;180;30;340;480;105;15;135;75;155;20;10;10;4;1025;565;270;190;1,7;16880
"Bedrijvengebied Veelaan";40;15;25;5;5;10;15;10;25;10;0;0;0;5;0;0;0;0;5;0;26;0;0;20;15;10;5;1,7;848
"Bedrijvengebied Cruquiusweg";1700;880;815;165;165;1055;265;45;1300;325;65;5;410;305;15;20;60;25;185;45;25;0;1;995;495;345;155;1,7;9713
"Bedrijvengebied Zeeburgerkade";240;125;115;30;65;85;40;30;180;50;10;0;85;20;0;0;0;0;20;0;12;0;0;155;110;25;20;1,6;4762
"Zeeburgereiland/Nieuwe Diep";5330;2685;2640;785;1170;2400;745;235;4075;945;275;30;1265;1700;230;105;310;155;900;75;15;10;2;3215;1940;680;595;1,6;2140
"Zeeburgereiland Noordwest";20;10;10;5;0;5;5;5;10;5;0;0;0;0;0;0;0;0;0;0;0;0;0;10;5;5;0;2,1;54
"Zeeburgereiland Zuidoost";480;205;280;5;385;90;5;5;475;5;0;0;120;175;5;20;25;5;110;0;0;0;2;445;415;30;5;1,1;2082
"Zeeburgereiland Zuidwest";265;130;140;15;140;85;15;10;250;5;5;0;90;15;0;0;0;0;10;0;4;0;4;215;185;20;10;1,2;1577
"Nieuwe Diep/Diemerpark";70;45;30;10;10;15;30;15;40;25;5;5;15;0;0;0;0;0;0;0;0;0;0;35;15;5;10;2,1;60
"RI Oost terrein";4445;2280;2170;750;635;2190;665;205;3260;895;265;30;1035;1505;220;75;280;150;785;75;17;10;2;2480;1300;615;565;1,8;15298
"Zeeburgereiland Noordoost";40;25;15;0;0;10;15;5;30;5;5;0;5;0;0;0;0;0;0;0;0;0;0;30;20;5;5;1,4;161
"IJburg West";15780;7920;7860;3340;2380;4630;4550;875;9990;4535;1090;165;2990;5720;1460;235;1270;495;2265;170;11;35;2;6485;2160;1240;3085;2,4;13809
"Steigereiland Noord";1640;825;810;375;205;575;415;70;1090;405;135;10;345;585;190;20;145;40;190;30;18;5;2;700;220;180;305;2,3;10142
"Steigereiland Zuid";2665;1355;1310;610;475;570;890;115;1730;745;160;25;420;850;200;45;190;60;360;20;6;5;3;950;265;130;560;2,7;11671
"Haveneiland Zuidwest/Rieteiland West";2795;1410;1380;575;500;525;1025;170;1690;930;145;25;520;625;90;35;165;65;275;20;8;5;2;995;195;215;580;2,8;10256
"Haveneiland Noordwest";2835;1425;1405;485;360;1095;660;230;1805;765;225;45;625;1155;260;55;210;100;530;35;12;10;4;1430;695;280;450;2;16729
"Haveneiland Noordoost";5850;2895;2955;1300;835;1855;1560;295;3675;1690;430;55;1080;2505;715;80;550;240;915;70;12;10;1;2405;790;425;1185;2,4;18804
"Sloterdijk";595;330;270;55;25;385;100;30;460;95;35;5;170;95;5;5;20;5;55;20;27;5;5;365;190;130;45;1,6;497
"Woon- en Groengebied Sloterdijk";525;275;250;55;20;355;65;30;405;90;30;5;145;65;0;5;10;0;45;15;31;5;4;300;125;130;45;1,8;1004
"Bedrijventerrein Sloterdijk I";75;55;20;0;10;30;30;5;60;5;5;0;25;25;5;0;10;5;10;0;0;0;14;65;65;5;0;1,1;109
"Landlust";18765;9245;9525;2570;2350;8245;4035;1565;12975;4020;1420;350;3635;7905;2990;185;795;1635;2300;225;12;65;4;10300;5405;2545;2350;1,8;18365
"Bedrijventerrein Landlust";565;315;260;40;50;400;50;30;455;80;25;5;190;135;20;0;15;25;75;10;14;0;2;385;250;100;35;1,5;5263
"Bosleeuw";5545;2710;2835;785;875;2150;1240;495;3615;1420;405;110;1015;2870;1120;40;225;835;650;50;9;15;3;2825;1395;680;750;2;16259
"Landlust Zuid";4120;2050;2070;550;410;1940;880;340;2955;760;320;80;850;1330;490;45;160;195;445;70;16;15;4;2315;1195;625;495;1,8;20715
"Erasmusparkbuurt Oost";1870;915;960;305;240;710;455;155;1285;420;135;30;430;610;230;20;65;95;205;20;9;5;5;970;460;235;275;1,9;22561
"Gibraltarbuurt";4250;2100;2155;530;475;1955;935;360;2990;820;370;75;775;1800;660;60;185;270;625;40;10;15;4;2500;1415;590;495;1,7;22009
"Landlust Noord";2415;1155;1255;360;295;1090;475;185;1680;525;170;45;375;1155;470;20;145;215;300;40;15;10;3;1305;685;310;310;1,8;24592
"Erasmuspark";5810;2715;3095;635;645;2965;1100;465;4225;1120;360;105;1385;1680;495;35;150;435;570;80;14;20;4;3300;1640;1025;630;1,8;16029
"Erasmusparkbuurt West";4035;1870;2165;450;415;2110;745;310;2925;780;255;70;1005;1095;290;25;95;290;400;70;17;15;4;2310;1160;715;435;1,7;13606
"Robert Scottbuurt Oost";1780;850;930;190;230;850;350;155;1295;340;110;35;385;580;210;10;50;145;170;15;7;5;4;990;480;305;195;1,8;26869
"De Kolenkit";11440;5635;5810;1880;1735;4930;1975;925;7590;2860;760;230;1665;6710;2995;105;570;1525;1510;170;15;55;5;5910;3200;1200;1510;1,9;15880
"Robert Scottbuurt West";1985;945;1040;155;315;940;320;260;1375;375;160;70;375;910;300;15;115;185;290;10;7;20;9;1350;970;205;165;1,5;14016
"Laan van Spartaan";2735;1325;1410;445;570;1240;330;150;2020;540;145;35;515;1275;435;40;155;190;460;50;18;15;5;1570;945;315;310;1,7;17128
"Kolenkitbuurt Zuid";2190;1085;1095;335;270;940;415;220;1360;625;145;55;300;1315;610;20;110;350;225;30;15;15;7;1030;465;265;305;2,1;17901
"Kolenkitbuurt Noord";4535;2280;2255;940;585;1810;910;295;2835;1325;310;65;470;3200;1645;35;190;795;540;75;17;5;2;1965;820;410;730;2,3;15267
"Geuzenbuurt";6655;3180;3475;775;810;3195;1290;590;4915;1240;395;110;1655;1370;290;50;190;175;675;80;12;20;3;3965;2215;1045;700;1,7;24169
"Geuzenhofbuurt";1670;780;890;135;175;960;265;135;1305;260;80;20;470;230;20;5;25;25;150;15;7;5;5;1115;695;300;120;1,5;20591
"Trompbuurt";3110;1465;1645;415;380;1430;595;285;2260;615;180;55;770;575;110;25;70;95;270;45;14;5;2;1745;910;475;360;1,8;25251
"Pieter van der Doesbuurt";1880;935;940;230;250;795;430;175;1345;365;135;30;415;570;155;15;90;60;255;25;13;5;4;1100;615;270;215;1,7;26369
"Van Galenbuurt";8315;4715;3600;875;970;3720;2150;600;6150;1105;945;115;1330;4230;1180;195;865;535;1455;85;11;45;6;3350;1960;805;590;1,6;28825
"John Franklinbuurt";1920;945;980;215;210;885;425;190;1425;310;160;30;400;615;180;20;90;105;225;25;14;5;2;1185;690;285;215;1,6;27054
"Jan Maijenbuurt";2240;1060;1185;245;260;955;560;220;1575;435;195;40;375;1020;290;25;160;245;300;20;9;10;5;1345;800;300;250;1,7;28619
"Orteliusbuurt Noord";1330;645;690;135;120;650;265;165;935;235;125;40;240;495;160;10;75;70;180;15;8;15;11;815;465;220;130;1,6;31185
"Mercatorpark";2820;2070;750;285;380;1230;900;30;2220;135;460;10;315;2100;555;140;535;120;750;30;11;20;6;0;0;5;0;2;29255
"Hoofdweg e.o.";10305;5055;5255;1185;1205;4630;2285;1000;7270;1930;895;210;2065;3680;1125;115;505;690;1240;120;12;75;7;6035;3380;1505;1145;1,7;25815
"Balboaplein e.o.";3030;1455;1580;355;415;1360;660;240;2170;540;270;50;550;1175;350;30;150;305;345;30;10;10;3;1755;965;450;335;1,7;25958
"Columbusplein e.o.";3480;1770;1710;445;380;1490;810;350;2380;725;305;65;610;1460;505;40;195;235;485;40;12;20;5;2000;1115;445;445;1,7;24059
"Orteliusbuurt Midden";1915;940;975;220;200;895;440;165;1385;335;170;25;440;540;155;25;75;85;200;30;15;10;5;1165;645;315;200;1,6;31431
"Orteliusbuurt Zuid";1885;890;995;165;210;885;375;245;1330;330;150;75;465;510;110;30;90;70;205;20;11;40;22;1115;655;295;170;1,6;24454
"Westindische Buurt";6740;3200;3540;830;700;3270;1315;630;4935;1230;450;125;1670;1360;245;75;185;225;635;90;13;40;5;3850;1920;1175;755;1,8;21164
"Paramariboplein e.o.";3715;1790;1930;475;375;1835;715;310;2750;660;230;75;980;775;165;45;90;125;355;50;13;25;6;2115;1065;625;430;1,8;23773
"Postjeskade e.o.";3025;1410;1610;350;325;1430;595;315;2185;570;215;55;690;590;80;30;95;100;280;40;14;10;5;1735;860;550;330;1,7;18651
"Hoofddorppleinbuurt";11850;5505;6345;1385;1235;5510;2515;1210;8550;2315;765;225;2925;1840;205;80;280;175;1105;170;14;45;4;7020;3765;1935;1315;1,7;13952
"Surinamepleinbuurt";1565;700;860;215;160;675;305;200;1095;355;85;30;375;190;15;10;25;15;125;15;11;10;4;920;530;210;180;1,7;18580
"Westlandgrachtbuurt";3615;1690;1920;450;335;1695;765;370;2590;715;240;70;885;590;70;30;95;65;335;55;15;15;4;2110;1100;580;425;1,7;22785
"Aalsmeerwegbuurt West";2550;1160;1385;280;250;1340;485;200;1875;475;155;40;585;445;40;15;60;30;305;40;16;5;3;1500;755;480;265;1,7;26014
"Aalsmeerwegbuurt Oost";2165;1050;1120;210;195;1015;525;225;1560;410;160;40;515;360;65;15;55;35;190;40;17;10;4;1295;670;385;240;1,7;19151
"Legmeerpleinbuurt";1680;770;910;220;175;710;385;190;1205;330;115;35;430;230;20;10;40;25;130;20;12;0;2;980;515;260;200;1,7;24152
"Bedrijventerrein Schinkel";270;135;140;5;125;75;50;20;225;40;10;5;140;30;0;0;0;5;30;0;0;0;7;220;195;15;15;1,2;838
"Schinkelbuurt";3980;1880;2105;335;430;1890;875;450;2900;670;345;70;1085;790;100;30;150;60;450;40;10;20;5;2565;1575;630;355;1,5;13731
"Schinkelbuurt Noord";2460;1175;1280;200;290;1220;535;215;1835;430;165;30;715;395;40;15;55;25;265;25;10;10;3;1575;950;425;200;1,5;24562
"Schinkelbuurt Zuid";1525;705;820;135;135;675;340;240;1070;240;175;45;370;390;60;15;95;35;180;15;10;15;8;985;630;205;155;1,5;8025
"Willemspark";5560;2735;2820;950;630;1655;1565;760;3325;1775;345;110;1865;770;60;30;80;80;525;50;9;25;4;2705;1185;695;830;2,1;8699
"Valeriusbuurt Oost";1420;725;700;290;170;340;440;190;790;510;95;30;540;160;10;10;10;10;120;10;8;10;6;640;245;155;235;2,2;12378
"Valeriusbuurt West";2595;1260;1340;460;255;855;655;370;1605;790;155;50;815;435;50;15;50;45;280;25;10;10;3;1275;560;325;390;2;19130
"Willemsparkbuurt Noord";1540;760;780;205;210;455;465;200;930;480;95;35;505;170;5;10;15;20;125;15;8;10;6;795;375;215;205;1,9;8157
"Vondelpark West";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Museumkwartier";12625;6160;6465;1695;1380;3805;3250;2490;7280;4120;820;410;4080;1450;55;85;155;115;1045;95;8;55;4;6860;3550;1780;1530;1,8;9607
"Johannnes Vermeerbuurt";1490;740;750;200;140;480;400;265;860;495;90;45;530;190;0;25;20;10;140;10;7;5;3;785;370;230;185;1,9;9642
"P.C. Hooftbuurt";770;390;380;80;85;260;215;130;470;245;40;10;305;105;5;5;10;15;80;5;4;0;3;445;245;130;75;1,7;6944
"Concertgebouwbuurt";1940;985;955;315;235;560;525;305;1150;620;120;55;655;235;15;15;20;30;150;10;6;5;4;995;510;210;270;1,9;14702
"Cornelis Schuytbuurt";2905;1415;1490;485;370;795;820;440;1630;1055;155;65;1030;305;10;10;20;25;235;35;11;10;3;1425;640;380;410;2;14908
"Banpleinbuurt";780;370;410;105;105;140;225;205;380;315;60;25;220;60;0;5;10;5;40;5;5;0;5;380;170;105;105;2;7580
"Hondecoeterbuurt";2020;980;1040;285;225;675;475;365;1210;615;115;75;650;245;15;10;25;15;190;25;12;5;4;1090;545;290;255;1,9;16245
"Harmoniehofbuurt";1350;625;725;100;80;225;285;655;565;510;165;110;230;100;0;5;30;5;65;5;2;20;14;875;555;215;105;1,5;13766
"Museumplein";5;5;0;0;0;0;0;5;5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;5;5;0;0;1,6;
"Vondelpark Oost";5;0;0;0;0;0;0;5;0;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,5;
"Duivelseiland";1360;645;710;125;140;675;305;115;1000;265;75;20;460;205;10;10;15;20;150;10;8;0;1;860;515;215;130;1,6;23216
"Stadionbuurt";11785;5550;6230;1525;1100;4480;2835;1840;7645;2630;1180;330;2815;2880;555;120;525;325;1360;130;11;80;7;6815;3695;1570;1545;1,7;12315
"Bertelmanpleinbuurt";1065;510;555;100;100;375;275;220;670;205;155;30;190;355;110;10;80;55;100;5;7;10;9;660;395;150;120;1,6;19570
"Marathonbuurt Oost";1460;690;770;155;155;445;420;285;945;290;185;40;280;395;70;15;85;40;185;10;5;10;7;880;510;170;200;1,7;9775
"Marathonbuurt West";2355;1115;1245;220;215;850;660;410;1550;425;315;65;455;850;195;30;195;85;340;20;8;20;8;1520;975;265;280;1,5;19948
"Olympisch Stadion e.o.";2330;1100;1235;430;175;855;510;365;1370;695;190;80;750;580;105;25;90;55;305;30;13;20;7;1180;520;280;380;2;11141
"IJsbaanpad e.o.";400;195;200;80;55;65;150;50;240;120;30;5;70;15;0;0;0;0;15;0;0;5;5;170;55;40;75;2,4;1759
"Van Tuyllbuurt";4170;1940;2235;545;400;1895;825;505;2865;895;310;105;1075;685;70;40;80;95;405;60;15;20;5;2405;1245;665;495;1,7;20922
"Apollobuurt";8615;4130;4480;1670;930;2120;2360;1535;4560;3170;580;300;2835;970;30;50;80;100;710;70;8;55;6;3950;1580;970;1395;2,2;9742
"Diepenbrockbuurt";800;395;405;170;105;135;250;135;415;325;30;30;230;60;0;0;10;0;50;0;5;0;4;320;105;80;130;2,5;4151
"Beethovenbuurt";1280;615;665;245;165;300;345;225;670;470;100;40;375;150;5;5;15;15;110;5;7;10;10;575;240;130;205;2,2;8766
"Hiltonbuurt";85;45;45;20;15;5;35;10;40;35;10;0;15;5;0;0;0;0;5;0;0;0;0;30;5;5;15;2,9;879
"Minervabuurt Noord";1410;700;710;290;155;300;425;245;725;550;95;40;460;160;0;10;10;20;120;10;6;5;4;605;205;155;250;2,3;9782
"Minervabuurt Midden";2430;1135;1295;475;270;595;655;435;1260;895;175;100;865;285;5;20;15;35;210;30;13;10;5;1120;445;270;405;2,2;16165
"Minervabuurt Zuid";2610;1250;1360;465;220;785;655;485;1445;900;175;90;890;305;15;15;25;30;225;20;8;25;9;1305;580;335;390;2;16894
"IJburg Oost";225;115;110;75;20;85;45;5;140;75;5;0;40;60;5;0;15;15;30;15;49;0;0;80;15;10;55;2,9;577
"Strandeiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Middeneiland Zuidoost";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Middeneiland Zuidwest";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Buiteneiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Centrumeiland";230;110;110;75;20;80;50;5;140;75;10;0;45;60;5;0;15;15;25;10;49;0;0;80;20;10;50;2,9;827
"IJburg Zuid";8145;3960;4185;2205;1060;2395;2135;350;5260;2275;535;75;1480;3150;865;125;615;375;1165;95;12;20;2;3125;975;490;1660;2,6;12300
"Rieteiland Oost";335;160;175;110;45;40;135;5;215;115;10;0;60;35;0;0;0;5;30;0;3;0;0;90;5;15;75;3,6;3243
"Haveneiland Oost";6015;2965;3055;1730;795;1670;1615;205;3875;1735;360;45;1125;2135;605;85;385;250;815;70;11;15;3;2200;625;320;1260;2,7;13542
"Haveneiland Noord";1795;835;960;370;225;680;385;140;1170;430;165;30;300;980;255;35;235;125;325;30;16;5;1;830;345;160;325;2,2;15676
"Scheldebuurt";14915;6950;7965;1990;1455;6160;3035;2275;9980;3340;1130;465;3635;2035;260;100;315;160;1200;190;13;135;9;8190;4095;2285;1815;1,8;15085
"Wielingenbuurt";2915;1340;1570;390;270;1185;635;435;1945;695;205;70;765;295;15;15;40;25;200;40;13;10;3;1570;715;485;375;1,9;20879
"Scheldebuurt West";4270;1995;2270;575;485;1670;900;640;2850;950;335;125;1005;635;80;30;105;50;370;55;13;25;6;2390;1225;635;535;1,8;16967
"Scheldebuurt Midden";3150;1440;1710;450;315;1320;600;460;2120;730;220;85;800;340;40;15;50;25;205;40;13;15;5;1665;765;505;395;1,9;19667
"Scheldebuurt Oost";2340;1060;1275;300;280;1010;475;280;1640;495;160;45;560;330;45;20;45;20;200;30;13;10;6;1320;680;360;280;1,8;16633
"Veluwebuurt";1520;755;765;180;85;535;340;385;960;270;180;115;250;305;60;15;70;20;135;20;13;65;43;885;570;155;150;1,6;11607
"Kop Zuidas";720;355;365;100;25;430;80;80;465;200;35;25;255;125;10;5;5;20;85;5;10;5;8;365;145;145;75;1,9;4358
"IJselbuurt";5300;2515;2785;515;685;2210;1155;735;3770;915;485;125;1105;1190;260;70;240;120;495;75;14;35;6;3265;1885;825;560;1,6;20669
"IJselbuurt West";2375;1140;1240;205;260;1005;545;365;1705;385;230;60;480;515;85;35;115;40;240;30;13;15;6;1520;915;385;225;1,6;19224
"IJselbuurt Oost";2920;1375;1550;310;430;1205;605;370;2065;530;255;70;620;675;175;35;130;80;260;40;14;20;7;1745;970;440;335;1,7;22016
"Rijnbuurt";9130;4275;4845;920;1005;3810;2030;1365;6480;1525;890;230;1755;1925;355;100;345;150;975;100;11;70;8;5675;3305;1430;950;1,6;9452
"Kromme Mijdrechtbuurt";2505;1170;1335;230;260;1070;565;375;1790;410;250;65;495;585;105;30;95;50;295;30;11;20;8;1620;985;390;250;1,5;15010
"Rijnbuurt Oost";2730;1260;1460;265;365;1205;565;330;1970;475;220;60;535;420;60;30;70;40;225;30;11;25;8;1635;875;480;280;1,7;14254
"Rijnbuurt Midden";2190;1005;1185;230;235;1025;415;290;1625;355;155;45;440;315;50;10;60;25;170;25;12;10;4;1335;730;395;205;1,6;8447
"Rijnbuurt West";1665;815;850;190;140;500;475;360;1075;280;260;55;275;610;140;25;120;40;280;10;8;20;11;1065;700;160;210;1,6;20961
"Zorgvlied";45;25;20;5;0;10;15;10;25;10;10;0;5;5;0;0;0;0;0;0;0;5;22;20;10;5;5;1,9;167
"Frankendael";12270;6110;6155;1595;1575;4625;2680;1795;8370;2445;1070;375;2380;3635;795;135;745;285;1680;120;10;135;11;6950;4255;1335;1360;1,7;7768
"De Eenhoorn";3030;1575;1460;225;770;1590;350;90;2585;260;175;10;765;1175;165;50;220;70;675;25;8;0;1;1990;1590;280;125;1,3;17293
