"Wijken en buurten";"Bevolking/Aantal inwoners (aantal)";"Bevolking/Geslacht/Mannen (aantal)";"Bevolking/Geslacht/Vrouwen (aantal)";"Bevolking/Leeftijdsgroepen/0 tot 15 jaar (aantal)";"Bevolking/Leeftijdsgroepen/15 tot 25 jaar (aantal)";"Bevolking/Leeftijdsgroepen/25 tot 45 jaar (aantal)";"Bevolking/Leeftijdsgroepen/45 tot 65 jaar (aantal)";"Bevolking/Leeftijdsgroepen/65 jaar of ouder (aantal)";"Bevolking/Burgerlijke staat/Ongehuwd (aantal)";"Bevolking/Burgerlijke staat/Gehuwd (aantal)";"Bevolking/Burgerlijke staat/Gescheiden (aantal)";"Bevolking/Burgerlijke staat/Verweduwd (aantal)";"Bevolking/Personen met een migratieachtergrond/Westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Niet-westers totaal (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Marokko (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Nederlandse Antillen en Aruba (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Suriname (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Turkije (aantal)";"Bevolking/Personen met een migratieachtergrond/Niet-westers/Overig niet-westers (aantal)";"Bevolking/Geboorte en sterfte/Geboorte totaal (aantal)";"Bevolking/Geboorte en sterfte/Geboorte relatief (per 1 000 inwoners)";"Bevolking/Geboorte en sterfte/Sterfte totaal (aantal)";"Bevolking/Geboorte en sterfte/Sterfte relatief (per 1 000 inwoners)";"Bevolking/Particuliere huishoudens/Huishoudens totaal (aantal)";"Bevolking/Particuliere huishoudens/Eenpersoonshuishoudens (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens zonder kinderen (aantal)";"Bevolking/Particuliere huishoudens/Huishoudens met kinderen (aantal)";"Bevolking/Particuliere huishoudens/Gemiddelde huishoudensgrootte (aantal)";"Bevolking/Bevolkingsdichtheid (aantal inwoners per km²)"
"Sarphatiparkbuurt";5005;2510;2490;370;625;2490;1055;460;3810;810;315;60;1400;955;90;40;170;80;570;45;9;25;5;3350;2165;800;380;1,5;22056
"Nieuwe Pijp";12435;6000;6435;1170;1235;5850;2730;1450;9075;2170;930;260;3270;2715;550;100;505;245;1320;130;10;65;5;7940;4895;1850;1195;1,6;24213
"Willibrordusbuurt";2660;1245;1420;200;290;1185;565;420;1855;465;235;100;650;595;130;25;110;50;280;25;9;25;9;1810;1200;390;215;1,5;24833
"Van der Helstpleinbuurt";3915;1950;1965;385;365;1970;840;355;2935;650;285;45;1115;785;115;30;150;75;415;35;9;10;3;2500;1520;605;375;1,6;28715
"Lizzy Ansinghbuurt";2370;1145;1220;240;255;1015;585;265;1725;420;175;40;605;620;160;20;125;40;280;20;9;15;6;1435;850;315;270;1,6;19122
"Cornelis Troostbuurt";3500;1670;1830;335;330;1690;735;410;2555;630;235;75;905;710;145;25;120;75;345;50;13;15;4;2195;1315;545;335;1,6;23871
"Zuid Pijp";8195;3900;4295;950;850;2835;2200;1355;5380;1660;920;230;1560;2895;810;85;570;330;1100;80;10;60;7;4840;2820;945;1080;1,7;23213
"Diamantbuurt";3095;1510;1590;390;355;1040;830;490;2065;640;305;85;560;1165;350;35;210;100;465;35;11;25;7;1790;1030;335;430;1,7;22490
"Burgemeester Tellegenbuurt Oost";2830;1320;1505;295;310;1005;755;460;1870;560;320;80;560;965;275;35;195;125;330;25;9;20;8;1685;980;345;365;1,6;24108
"Burgemeester Tellegenbuurt West";2265;1070;1200;265;185;790;615;405;1445;460;295;65;435;770;190;20;160;105;305;25;11;20;8;1365;805;265;285;1,7;23158
"Weesperzijde";5895;2970;2925;650;795;2710;1205;540;4325;1155;335;85;1550;1165;230;45;175;105;605;80;14;20;4;3665;2235;845;580;1,6;15947
"Swammerdambuurt";2000;1025;975;225;195;990;435;165;1455;420;95;30;540;275;35;20;45;15;160;30;15;10;3;1220;705;310;200;1,6;17277
"Weesperzijde Midden/Zuid";3315;1655;1660;390;250;1580;720;370;2350;700;210;60;755;635;145;25;110;50;305;50;15;15;4;1960;1095;520;345;1,7;17982
"Parooldriehoek";575;290;285;35;345;145;50;5;520;30;30;0;250;255;55;0;15;35;145;0;5;0;2;485;435;15;35;1,2;8316
"Oosterparkbuurt";10880;5425;5455;1285;1050;4610;2635;1300;7510;2215;930;230;2155;3800;1050;105;815;500;1330;130;12;75;7;6480;3865;1360;1255;1,7;15061
"Oosterparkbuurt Noordwest";3760;1860;1895;330;360;1755;850;460;2675;700;300;80;775;1210;275;45;245;150;495;35;9;15;4;2395;1520;495;380;1,6;17634
"Oosterpark";120;60;60;0;5;65;35;10;100;10;10;5;25;20;0;0;15;0;10;0;0;0;0;100;80;10;10;1,2;522
"Oosterparkbuurt Zuidoost";3815;1885;1930;520;380;1510;950;455;2560;875;290;100;835;1065;325;25;215;130;375;55;15;40;10;2140;1170;490;480;1,8;24183
"Oosterparkbuurt Zuidwest";3185;1615;1575;430;305;1285;795;370;2180;630;325;55;520;1500;455;35;340;225;445;40;13;15;5;1845;1095;365;390;1,7;26149
"Dapperbuurt";10225;5025;5200;1215;1195;3955;2455;1400;6775;2200;945;300;1805;3815;1125;120;800;595;1175;125;12;90;9;5780;3390;1190;1200;1,7;17219
"Dapperbuurt Noord";4295;2070;2225;460;470;1715;1000;650;2860;895;395;150;755;1700;485;60;345;300;520;65;15;50;11;2515;1485;535;490;1,7;21778
"Dapperbuurt Zuid";3810;1885;1925;400;475;1525;970;435;2625;755;355;75;680;1470;485;35;290;225;430;35;9;20;5;2300;1445;435;420;1,6;21868
"Oostpoort";2120;1070;1050;355;250;715;485;310;1295;550;195;80;370;640;155;25;160;70;220;30;13;25;10;965;455;220;290;1,9;9534
"Transvaalbuurt";9230;4530;4705;1230;1100;3690;2190;1025;6165;2020;830;220;1435;4035;1500;110;735;620;1065;110;12;55;6;5075;2790;1065;1220;1,8;25008
"Transvaalbuurt West";4145;2025;2115;500;500;1610;1030;510;2730;895;410;110;620;1850;660;45;375;275;495;45;10;35;9;2340;1325;490;520;1,8;23636
"Transvaalbuurt Oost";5090;2505;2585;735;600;2085;1155;515;3435;1125;415;110;815;2185;840;70;360;350;570;65;13;15;4;2735;1465;570;700;1,9;26249
"Indische Buurt West";12530;6240;6285;1580;1515;5540;2675;1225;8595;2700;1005;230;2255;5550;2160;140;925;905;1420;170;14;55;5;6985;3810;1610;1570;1,8;26742
"Noordwestkwadrant Indische buurt Noord";3805;1960;1845;460;390;1930;765;260;2755;745;255;45;865;1185;395;40;210;160;375;50;13;15;4;2255;1290;530;430;1,7;23059
"Noordwestkwadrant Indische buurt Zuid";4640;2275;2370;525;600;2185;930;395;3355;880;330;70;860;1835;675;60;310;275;510;65;14;15;4;2670;1490;670;515;1,7;31869
"Zuidwestkwadrant Indische buurt";4085;2010;2075;585;525;1425;975;570;2480;1065;425;110;525;2525;1080;40;405;470;525;55;14;25;6;2060;1030;405;620;2;25863
"Indische Buurt Oost";9920;4960;4955;1370;1130;3570;2500;1340;6180;2470;945;315;1400;5180;2015;105;805;985;1270;100;10;95;9;5195;2760;1095;1340;1,9;10557
"Noordoostkwadrant Indische buurt";5845;2910;2935;775;630;2130;1420;890;3655;1385;595;210;810;3030;1105;65;510;550;800;65;11;75;13;3135;1750;645;740;1,8;22788
"Zuidoostkwadrant Indische buurt";3610;1825;1785;540;450;1310;915;395;2245;950;320;95;505;2040;870;40;270;420;445;35;10;15;4;1835;910;390;535;2;26086
"Zeeburgerdijk Oost";440;215;225;60;50;120;155;60;270;130;30;10;85;110;35;0;30;20;30;0;5;0;7;215;90;60;65;2;5117
"Flevopark";15;10;5;0;5;10;5;0;10;5;0;0;5;0;0;0;0;0;0;0;0;0;0;10;10;0;0;1,4;37
"Oostelijk Havengebied";18925;9555;9370;2670;1995;5825;6500;1935;11955;5140;1510;315;3745;4185;810;170;980;440;1790;190;10;55;3;9660;4245;2605;2810;2;12255
"Oostelijke Handelskade";1455;765;690;210;95;675;380;95;925;410;120;10;380;455;95;10;75;35;235;20;12;5;3;765;320;260;185;1,9;6381
"Rietlanden";2520;1255;1265;345;260;910;750;260;1605;670;195;50;490;715;155;15;175;105;265;25;11;5;3;1295;565;370;360;1,9;9446
"Java-eiland";3075;1545;1525;400;290;845;1105;435;1880;865;260;75;600;465;60;25;95;45;240;30;9;15;5;1610;710;460;445;1,9;18173
"KNSM-eiland";2390;1260;1135;220;205;620;950;395;1375;730;225;55;490;440;50;20;135;45;190;25;9;10;4;1405;740;380;290;1,7;18913
"Sporenburg";2815;1370;1440;485;405;685;1105;130;1830;805;155;20;540;400;50;30;100;40;180;20;7;5;1;1165;350;295;515;2,4;18081
"Borneo";2835;1415;1420;580;370;760;965;160;1910;710;185;30;505;510;145;35;105;30;190;25;9;5;1;1195;375;275;550;2,4;23926
"Entrepot-Noordwest";1420;700;720;160;155;455;480;170;880;345;160;35;275;525;115;25;130;55;205;15;10;5;3;790;415;170;205;1,8;13048
"Architectenbuurt";1715;860;855;170;150;515;635;250;1065;440;190;30;325;535;125;10;140;80;185;10;8;10;6;1025;550;280;190;1,7;17090
"Bedrijvengebied Veelaan";40;15;20;5;0;5;20;10;25;10;0;5;5;0;0;0;0;0;0;0;0;0;0;20;10;5;5;1,6;826
"Bedrijvengebied Cruquiusweg";500;280;225;55;65;300;65;5;375;105;15;5;95;130;5;5;15;10;90;20;40;0;0;290;145;95;45;1,7;2865
"Bedrijvengebied Zeeburgerkade";155;85;75;25;10;50;35;25;95;45;5;5;35;10;0;0;5;0;5;0;6;0;6;90;60;20;15;1,7;3031
"Zeeburgereiland/Nieuwe Diep";4705;2340;2360;620;1145;2115;625;195;3600;840;240;25;1075;1365;190;75;270;135;705;65;14;10;2;2885;1745;650;490;1,6;1899
"Zeeburgereiland Noordwest";20;10;15;5;0;10;5;5;15;5;5;0;0;0;0;0;0;0;0;0;0;0;0;5;5;5;0;2,5;56
"Zeeburgereiland Zuidoost";480;200;280;10;365;100;5;5;465;10;0;0;145;125;5;15;25;5;65;0;0;0;2;440;405;25;10;1,1;2120
"Zeeburgereiland Zuidwest";300;155;145;15;150;95;35;10;275;15;5;0;80;15;0;0;5;5;10;0;7;5;3;230;185;35;10;1,3;1761
"Nieuwe Diep/Diemerpark";65;40;30;10;15;10;25;10;40;15;5;0;10;0;0;0;0;0;0;0;29;0;14;35;20;5;10;2;58
"RI Oost terrein";3840;1940;1895;585;625;1910;550;170;2800;790;225;20;835;1230;185;55;240;125;625;65;16;5;1;2180;1140;580;455;1,7;13311
"Zeeburgereiland Noordoost";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"IJburg West";15730;7870;7860;3655;2165;4735;4385;795;10015;4455;1095;165;2740;5605;1405;220;1340;490;2155;210;13;25;2;6430;2145;1275;3010;2,4;14016
"Steigereiland Noord";1570;790;785;355;205;560;395;65;1035;385;140;15;310;570;185;15;150;45;180;25;16;0;1;695;235;180;280;2,3;10859
"Steigereiland Zuid";2680;1370;1305;710;410;610;850;95;1755;745;160;20;355;855;205;45;200;70;335;25;9;5;1;940;265;110;565;2,8;11897
"Haveneiland Zuidwest/Rieteiland West";2790;1400;1385;665;435;535;1005;140;1710;900;160;30;480;620;80;30;180;55;270;30;9;5;2;995;205;205;585;2,8;10267
"Haveneiland Noordwest";2845;1425;1415;510;350;1085;675;220;1815;760;225;40;565;1115;245;55;230;95;500;55;19;10;4;1415;655;315;445;2;16760
"Haveneiland Noordoost";5840;2875;2965;1410;770;1950;1450;265;3710;1660;410;60;1030;2445;690;70;580;235;870;80;14;10;2;2390;795;455;1135;2,4;18803
"Sloterdijk";540;300;235;55;30;345;85;25;410;95;30;5;115;75;5;5;15;0;50;10;19;5;7;310;165;100;40;1,7;448
"Woon- en Groengebied Sloterdijk";450;245;210;55;20;310;50;25;340;85;20;0;100;45;5;0;5;0;30;10;22;5;7;260;115;100;40;1,8;864
"Bedrijventerrein Sloterdijk I";90;60;30;5;10;35;35;5;70;5;10;0;20;35;0;5;10;5;20;0;0;0;11;50;45;5;5;1,2;129
"Landlust";19055;9415;9640;2735;2290;8485;3965;1570;13025;4260;1420;350;3440;8150;3200;185;860;1735;2180;255;13;90;5;10435;5570;2420;2445;1,8;18647
"Bedrijventerrein Landlust";580;305;275;30;50;415;45;35;455;95;25;5;185;135;20;5;15;20;70;10;16;0;2;390;245;120;30;1,5;5365
"Bosleeuw";5755;2780;2970;865;925;2235;1250;480;3730;1530;385;110;975;3020;1200;40;245;915;620;65;12;30;5;2950;1500;635;810;1,9;16875
"Landlust Zuid";4115;2060;2055;575;360;2005;820;360;2900;805;320;80;795;1365;545;35;170;195;410;50;12;15;4;2345;1290;545;515;1,8;20699
"Erasmusparkbuurt Oost";1925;940;980;335;230;755;450;155;1305;445;135;35;405;635;240;20;75;95;205;20;10;10;3;970;445;240;280;2;23175
"Gibraltarbuurt";4285;2160;2125;580;430;1995;925;360;2960;870;380;75;730;1850;715;55;200;275;600;75;18;20;5;2470;1380;575;520;1,7;22169
"Landlust Noord";2400;1165;1235;355;300;1080;475;190;1670;520;170;45;355;1155;480;25;150;225;270;35;15;10;5;1305;705;300;300;1,8;24470
"Erasmuspark";5870;2810;3055;675;655;2980;1085;475;4200;1210;355;105;1300;1745;540;35;155;470;545;100;17;20;3;3375;1770;945;655;1,7;16186
"Erasmusparkbuurt West";4080;1960;2120;470;440;2100;745;330;2925;835;250;65;935;1130;310;25;105;305;385;70;17;10;3;2370;1250;675;450;1,7;13764
"Robert Scottbuurt Oost";1790;850;935;210;215;880;345;140;1280;370;105;35;365;615;230;10;50;165;165;25;15;10;4;1005;525;270;205;1,8;27020
"De Kolenkit";10725;5350;5375;1795;1650;4540;1860;870;7055;2720;720;230;1485;6355;2840;110;560;1545;1295;145;13;65;6;5495;3035;1040;1415;1,9;14881
"Robert Scottbuurt West";2075;985;1090;185;310;990;335;255;1415;400;165;90;350;905;305;25;105;195;275;10;7;30;14;1365;1005;175;185;1,5;14630
"Laan van Spartaan";2260;1110;1155;410;455;990;260;150;1655;450;125;35;420;1045;390;35;140;160;320;25;11;10;4;1270;775;225;275;1,7;14138
"Kolenkitbuurt Zuid";2235;1125;1110;335;315;970;415;205;1425;620;135;50;300;1295;605;20;120;355;195;35;14;10;6;1070;510;260;300;2,1;18303
"Kolenkitbuurt Noord";4155;2130;2030;870;580;1595;850;260;2560;1245;295;50;410;3110;1545;25;195;835;505;70;18;10;3;1790;745;380;660;2,3;13994
"Geuzenbuurt";6845;3360;3490;820;760;3410;1280;575;5075;1245;415;115;1640;1395;310;55;215;185;630;105;15;25;4;4035;2235;1070;730;1,7;24844
"Geuzenhofbuurt";1715;835;880;135;185;1005;260;135;1380;220;95;25;495;215;20;10;35;25;135;30;16;5;2;1145;705;305;130;1,5;21171
"Trompbuurt";3225;1550;1675;435;375;1555;575;280;2375;610;180;60;745;595;120;25;95;90;255;50;15;15;4;1810;935;505;370;1,8;26193
"Pieter van der Doesbuurt";1900;975;930;250;195;850;445;165;1320;410;140;30;400;590;170;20;90;75;240;30;14;5;4;1085;595;265;230;1,7;26692
"Van Galenbuurt";7685;4140;3545;1000;825;3430;1885;550;5565;1170;840;110;1210;3740;1060;175;775;540;1190;130;17;30;4;3405;1990;770;640;1,7;26651
"John Franklinbuurt";1945;975;970;225;185;915;435;180;1415;330;175;30;415;650;210;20;85;115;215;30;14;5;4;1210;730;260;225;1,6;27435
"Jan Maijenbuurt";2300;1100;1200;270;260;1015;560;195;1625;425;215;40;365;1040;315;30;175;240;290;35;15;10;4;1370;800;305;260;1,7;29359
"Orteliusbuurt Noord";1375;675;705;160;125;635;285;165;930;285;135;35;230;520;160;10;80;100;160;25;18;10;7;820;465;205;155;1,7;32334
"Mercatorpark";2055;1395;660;340;250;855;600;10;1600;130;320;5;200;1530;380;115;430;85;525;45;23;5;4;0;0;0;0;;21351
"Hoofdweg e.o.";10435;5210;5220;1270;1040;4845;2295;985;7270;2000;945;215;2000;3770;1145;115;525;785;1200;135;13;95;9;6115;3485;1460;1170;1,7;26131
"Balboaplein e.o.";3075;1545;1535;395;350;1460;650;225;2180;565;275;55;565;1230;345;30;165;335;355;35;10;15;5;1770;965;440;360;1,7;26386
"Columbusplein e.o.";3525;1815;1705;465;365;1515;840;335;2380;760;335;55;565;1495;515;35;195;285;465;50;14;20;5;2045;1170;450;430;1,7;24370
"Orteliusbuurt Midden";1935;945;995;225;155;955;435;165;1390;345;170;25;435;540;170;25;75;85;185;25;13;10;5;1180;680;285;215;1,6;31760
"Orteliusbuurt Zuid";1895;915;985;180;175;910;370;255;1325;330;160;85;435;500;110;25;90;80;195;25;13;55;29;1120;665;285;170;1,6;24597
"Westindische Buurt";6960;3305;3655;915;700;3395;1340;605;5090;1280;465;120;1625;1395;280;70;200;220;625;105;15;30;4;3970;2035;1115;825;1,8;21845
"Paramariboplein e.o.";3925;1885;2045;555;385;1975;725;290;2875;740;240;70;990;825;190;50;100;135;355;55;15;10;3;2200;1125;605;470;1,8;25117
"Postjeskade e.o.";3030;1420;1610;365;315;1425;615;315;2210;540;225;55;635;570;90;25;100;90;270;45;16;15;6;1770;905;510;350;1,7;18694
"Hoofddorppleinbuurt";11865;5505;6360;1415;1170;5525;2595;1160;8490;2375;785;220;2870;1730;210;80;275;160;1010;185;16;30;3;7065;3885;1845;1335;1,7;13979
"Surinamepleinbuurt";1550;685;865;205;165;675;310;200;1100;340;85;30;340;170;15;10;20;15;110;15;8;5;3;920;550;195;180;1,7;18425
"Westlandgrachtbuurt";3610;1700;1910;445;305;1690;800;360;2555;730;255;70;825;555;60;25;95;70;300;70;19;15;3;2125;1140;570;415;1,7;22753
"Aalsmeerwegbuurt West";2535;1155;1385;275;205;1370;500;180;1845;500;155;35;645;410;40;15;60;30;265;55;21;5;2;1510;780;465;265;1,7;25911
"Aalsmeerwegbuurt Oost";2210;1065;1145;245;205;1025;525;215;1580;425;165;40;530;335;65;20;60;30;165;30;14;5;3;1335;740;350;255;1,7;19568
"Legmeerpleinbuurt";1695;785;910;235;165;710;405;185;1200;340;120;35;420;205;20;10;35;15;125;20;11;5;2;970;505;255;205;1,7;24434
"Bedrijventerrein Schinkel";260;120;140;10;125;50;55;20;210;40;10;5;110;45;0;0;0;0;40;0;4;0;0;195;165;10;20;1,3;801
"Schinkelbuurt";3960;1870;2095;385;390;1865;900;415;2835;700;340;85;1040;775;105;25;170;70;400;50;13;20;5;2510;1535;580;395;1,6;13667
"Schinkelbuurt Noord";2430;1150;1275;230;245;1220;540;190;1785;445;165;35;680;385;50;15;60;35;220;35;14;10;3;1520;895;415;220;1,6;24296
"Schinkelbuurt Zuid";1535;715;815;160;140;645;360;225;1055;260;175;45;355;390;55;10;110;40;185;20;12;15;7;990;640;170;180;1,6;8075
"Willemspark";5515;2740;2775;1005;625;1600;1530;760;3235;1815;355;105;1765;695;60;20;85;75;445;65;12;30;6;2635;1130;660;835;2,1;8636
"Valeriusbuurt Oost";1405;720;685;290;160;330;445;180;755;525;100;25;525;140;10;5;15;10;95;25;16;10;6;625;250;135;240;2,2;12248
"Valeriusbuurt West";2585;1260;1325;495;270;825;640;355;1580;800;170;45;795;390;45;10;55;45;230;30;12;10;4;1235;515;325;395;2,1;19041
"Willemsparkbuurt Noord";1520;760;760;215;190;445;445;220;900;495;95;30;445;165;5;5;20;20;115;15;9;15;8;770;365;200;200;2;8078
"Vondelpark West";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Museumkwartier";12625;6235;6385;1790;1265;3785;3295;2485;7155;4235;830;405;3925;1360;45;85;165;105;960;100;8;75;6;6820;3550;1685;1585;1,8;9609
"Johannnes Vermeerbuurt";1490;740;750;230;140;460;395;265;840;515;90;50;500;190;5;25;20;10;135;20;13;15;11;770;380;190;210;1,9;9635
"P.C. Hooftbuurt";795;415;385;85;80;255;230;135;475;265;45;10;305;110;5;5;5;15;85;5;8;5;6;455;245;130;80;1,7;7187
"Concertgebouwbuurt";1845;935;910;300;195;520;505;320;1065;620;110;50;590;195;10;15;25;25;130;15;7;10;5;960;500;220;240;1,9;13952
"Cornelis Schuytbuurt";2875;1450;1425;490;340;760;830;450;1560;1085;160;70;985;285;5;10;25;25;220;25;9;10;4;1420;665;340;420;2;14754
"Banpleinbuurt";785;385;405;115;110;125;240;195;390;300;65;30;210;55;5;5;15;5;30;0;5;5;6;360;145;100;105;2,1;7638
"Hondecoeterbuurt";2050;985;1060;305;195;695;490;365;1200;660;115;65;640;230;10;10;30;10;165;20;10;15;6;1090;545;275;265;1,9;16470
"Harmoniehofbuurt";1385;630;755;115;80;265;290;635;605;515;160;105;265;110;0;5;30;0;65;0;1;10;9;875;540;225;115;1,6;14133
"Museumplein";5;10;5;0;0;0;5;5;5;0;0;0;5;0;0;0;0;0;0;0;0;0;0;5;0;0;5;1,5;
"Vondelpark Oost";0;0;5;0;5;0;5;5;0;0;5;0;0;0;0;0;0;0;0;0;0;0;0;5;0;0;0;2;
"Duivelseiland";1385;690;695;150;120;695;310;110;1020;275;75;20;430;190;5;15;25;20;120;15;9;5;2;875;520;205;145;1,6;23729
"Stadionbuurt";11925;5615;6310;1560;1065;4590;2920;1785;7645;2740;1200;340;2665;2800;545;135;530;325;1270;160;13;75;6;6845;3695;1525;1625;1,7;12456
"Bertelmanpleinbuurt";1075;515;560;90;105;370;290;220;670;220;145;35;170;360;105;15;75;60;100;10;9;5;6;665;400;135;130;1,6;19809
"Marathonbuurt Oost";1460;700;760;150;155;455;430;270;920;310;185;45;265;370;70;10;75;40;175;15;12;10;6;900;535;165;195;1,6;9795
"Marathonbuurt West";2425;1150;1280;245;215;875;690;400;1600;440;325;60;445;840;185;40;190;85;345;20;7;30;11;1530;965;270;300;1,6;20541
"Olympisch Stadion e.o.";2345;1120;1225;445;160;880;510;355;1375;700;190;80;670;545;105;25;90;55;260;45;18;10;5;1170;495;280;390;2;11212
"IJsbaanpad e.o.";380;185;200;80;50;65;140;50;235;115;25;10;60;10;0;0;0;0;5;5;8;0;5;160;50;35;80;2,4;1684
"Van Tuyllbuurt";4230;1945;2290;545;380;1950;855;500;2845;955;325;105;1050;675;70;40;90;85;385;70;16;15;4;2425;1245;645;535;1,7;21208
"Apollobuurt";8535;4040;4500;1680;860;2160;2300;1535;4510;3175;570;285;2740;920;25;55;90;115;640;85;10;45;5;3965;1670;940;1355;2,1;9655
"Diepenbrockbuurt";790;375;420;160;100;170;230;130;425;310;30;25;180;80;0;0;15;10;50;10;10;5;6;330;120;80;130;2,4;4120
"Beethovenbuurt";1260;590;670;255;145;285;335;240;640;480;90;55;410;130;0;5;15;15;90;10;7;5;6;570;240;120;210;2,2;8636
"Hiltonbuurt";80;35;40;15;15;5;30;10;40;30;5;0;10;5;0;0;0;0;5;0;0;0;0;30;5;10;20;2,7;817
"Minervabuurt Noord";1330;640;690;280;125;290;400;240;680;525;90;40;440;155;0;5;10;30;105;10;9;10;5;590;230;140;225;2,3;9241
"Minervabuurt Midden";2415;1135;1280;465;285;590;645;425;1255;905;170;90;845;270;10;25;20;30;195;20;10;15;5;1125;460;275;385;2,1;16065
"Minervabuurt Zuid";2655;1255;1400;500;195;820;655;485;1475;925;180;75;860;285;5;20;30;30;200;30;12;15;5;1330;615;320;390;2;17199
"IJburg Oost";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Strandeiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Middeneiland Zuidoost";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Middeneiland Zuidwest";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Buiteneiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"Centrumeiland";0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;
"IJburg Zuid";8265;4010;4255;2420;900;2645;1965;335;5325;2355;515;75;1365;3185;865;120;660;380;1160;100;12;15;2;3155;980;530;1650;2,6;12467
"Rieteiland Oost";345;160;180;130;30;55;120;5;220;115;5;0;55;40;0;5;5;5;25;0;3;0;3;95;10;10;75;3,6;3291
"Haveneiland Oost";6100;2995;3105;1915;645;1875;1475;190;3950;1770;340;40;1025;2160;600;85;405;240;825;75;13;10;2;2215;615;340;1260;2,7;13713
"Haveneiland Noord";1830;855;970;385;220;720;370;135;1160;470;165;30;285;990;270;30;245;130;310;20;12;5;2;845;355;180;310;2,2;15959
"Scheldebuurt";14995;6945;8045;2100;1440;6190;3060;2205;9970;3420;1145;460;3455;1975;255;115;325;155;1120;240;16;110;7;8370;4385;2080;1905;1,8;15158
"Wielingenbuurt";2995;1355;1640;425;295;1200;655;420;1955;765;215;70;755;330;20;15;45;30;220;45;14;15;4;1640;815;425;405;1,8;21473
"Scheldebuurt West";4365;2035;2330;620;460;1725;930;630;2865;1025;345;130;990;595;80;25;105;55;340;75;17;20;5;2435;1255;590;595;1,8;17364
"Scheldebuurt Midden";3135;1440;1690;470;305;1310;590;450;2105;730;220;80;725;345;55;20;55;25;195;60;19;5;3;1730;895;435;405;1,8;19549
"Scheldebuurt Oost";2355;1080;1275;320;280;1005;470;280;1645;505;160;55;545;315;40;20;40;15;185;30;12;10;4;1340;715;340;285;1,8;16775
"Veluwebuurt";1525;720;800;175;75;540;340;395;970;245;185;125;270;285;55;25;75;15;120;25;16;50;35;895;585;160;150;1,6;11638
"Kop Zuidas";615;310;305;85;20;405;70;25;435;155;20;5;175;95;10;10;5;20;55;10;18;0;2;325;130;130;65;1,9;3692
"IJselbuurt";5290;2525;2765;550;535;2315;1170;715;3705;970;495;125;1095;1130;260;65;245;115;440;75;14;30;6;3275;1935;770;570;1,6;20649
"IJselbuurt West";2390;1155;1235;235;205;1035;560;355;1680;415;235;60;475;485;85;35;115;40;215;35;15;20;8;1540;945;355;240;1,6;19329
"IJselbuurt Oost";2905;1365;1535;320;335;1280;615;360;2020;550;255;70;620;640;180;35;130;80;225;35;13;10;4;1735;990;415;330;1,7;21880
"Rijnbuurt";9160;4300;4860;960;950;3835;2095;1325;6385;1630;905;240;1775;1855;380;95;345;135;900;125;14;45;5;5720;3385;1330;1005;1,6;9490
"Kromme Mijdrechtbuurt";2485;1175;1305;250;250;1045;585;350;1775;400;240;65;495;545;115;25;85;55;265;25;11;5;2;1585;960;350;275;1,6;14878
"Rijnbuurt Oost";2700;1285;1415;280;310;1210;565;335;1915;490;230;60;530;400;60;30;75;30;205;55;20;5;3;1660;950;415;295;1,6;14118
"Rijnbuurt Midden";2205;1000;1205;215;235;1045;435;275;1565;425;160;50;450;305;55;15;60;15;155;30;14;10;5;1345;730;400;215;1,6;8535
"Rijnbuurt West";1725;820;905;205;145;525;495;355;1100;300;265;60;290;610;155;20;125;35;270;15;9;20;12;1110;730;160;215;1,6;21717
"Zorgvlied";45;25;20;5;0;15;15;10;25;15;5;0;5;0;0;0;0;0;0;0;0;0;22;25;15;5;5;1,7;171
"Frankendael";11640;5820;5815;1495;1500;4380;2535;1725;7760;2495;1015;365;2115;3345;765;115;710;235;1510;155;13;150;13;6520;3950;1290;1280;1,7;7356
"De Eenhoorn";2645;1360;1285;240;720;1375;245;65;2265;245;125;5;610;945;140;30;170;35;575;40;16;0;0;1635;1315;230;85;1,3;15085
"Julianapark";1085;560;525;100;50;610;185;135;750;260;55;20;275;210;5;5;40;30;130;15;15;5;4;635;310;230;95;1,7;5862
